ucc,multiplier,year,ucc_source
010320,1,2010,D
BAKERY,1,2010,G
BREAD,1,2010,G
020110,1,2010,D
020210,1,2010,D
CRAKCO,1,2010,G
020510,1,2010,D
020610,1,2010,D
020810,1,2010,D
OTHBAK,1,2010,G
020310,1,2010,D
020410,1,2010,D
020620,1,2010,D
020710,1,2010,D
020820,1,2010,D
ANIMAL,1,2010,G
BEEF,1,2010,G
030110,1,2010,D
ROAST,1,2010,G
030210,1,2010,D
030310,1,2010,D
030410,1,2010,D
STEAK,1,2010,G
030510,1,2010,D
030610,1,2010,D
030710,1,2010,D
030810,1,2010,D
PORK,1,2010,G
040110,1,2010,D
040210,1,2010,D
HAM,1,2010,G
040310,1,2010,D
040610,1,2010,D
040510,1,2010,D
040410,1,2010,D
OTHRME,1,2010,G
050110,1,2010,D
LNCHME,1,2010,G
050210,1,2010,D
050310,1,2010,D
LAMBOT,1,2010,G
050410,1,2010,D
050900,1,2010,D
POULTR,1,2010,G
CHICKE,1,2010,G
060110,1,2010,D
060210,1,2010,D
060310,1,2010,D
FISHSE,1,2010,G
070110,1,2010,D
070230,1,2010,D
070240,1,2010,D
080110,1,2010,D
DAIRY,1,2010,G
MILKCR,1,2010,G
090110,1,2010,D
090210,1,2010,D
OTHDAI,1,2010,G
100110,1,2010,D
100210,1,2010,D
100410,1,2010,D
100510,1,2010,D
FRUITV,1,2010,G
FRSHFR,1,2010,G
110110,1,2010,D
110210,1,2010,D
110310,1,2010,D
110510,1,2010,D
110410,1,2010,D
FRESHV,1,2010,G
120110,1,2010,D
120210,1,2010,D
120310,1,2010,D
120410,1,2010,D
PROCFR,1,2010,G
FRZNFR,1,2010,G
130110,1,2010,D
130121,1,2010,D
130122,1,2010,D
130310,1,2010,D
130320,1,2010,D
130211,1,2010,D
130212,1,2010,D
PROCVE,1,2010,G
140110,1,2010,D
CANDVE,1,2010,G
140210,1,2010,D
140220,1,2010,D
140230,1,2010,D
140320,1,2010,D
140330,1,2010,D
140340,1,2010,D
140310,1,2010,D
140410,1,2010,D
140420,1,2010,D
OTHRFO,1,2010,G
SWEETS,1,2010,G
150110,1,2010,D
150211,1,2010,D
150212,1,2010,D
150310,1,2010,D
FATSOI,1,2010,G
160110,1,2010,D
160211,1,2010,D
160212,1,2010,D
160310,1,2010,D
160320,1,2010,D
MISCFO,1,2010,G
FRZNPR,1,2010,G
180210,1,2010,D
180220,1,2010,D
180110,1,2010,D
SNACKS,1,2010,G
180310,1,2010,D
180320,1,2010,D
CONDMN,1,2010,G
180410,1,2010,D
180420,1,2010,D
180510,1,2010,D
180520,1,2010,D
OTHRPR,1,2010,G
180611,1,2010,D
180612,1,2010,D
180620,1,2010,D
180710,1,2010,D
180720,1,2010,D
NALCBE,1,2010,G
170110,1,2010,D
170210,1,2010,D
170520,1,2010,D
COFFEE,1,2010,G
170310,1,2010,D
170410,1,2010,D
170510,1,2010,D
170531,1,2010,D
170532,1,2010,D
170533,1,2010,D
200112,1,2010,D
190904,1,2010,I
FOODAW,1,2010,G
RESTCO,1,2010,G
LUNCH,1,2010,G
190111,1,2010,D
190112,1,2010,D
190113,1,2010,D
190114,1,2010,D
DINNER,1,2010,G
190211,1,2010,D
190212,1,2010,D
190213,1,2010,D
190214,1,2010,D
SNKNAB,1,2010,G
190311,1,2010,D
190312,1,2010,D
190313,1,2010,D
190314,1,2010,D
BRKFBR,1,2010,G
190321,1,2010,D
190322,1,2010,D
190323,1,2010,D
190324,1,2010,D
190901,1,2010,I
190902,1,2010,I
190903,1,2010,I
790430,1,2010,I
800700,1,2010,I
ALCBEV,1,2010,G
ALCHOM,1,2010,G
200111,1,2010,D
200210,1,2010,D
200310,1,2010,D
200410,1,2010,D
ALCAWA,1,2010,G
BEERNA,1,2010,G
200511,1,2010,D
200512,1,2010,D
200513,1,2010,D
200514,1,2010,D
200515,1,2010,D
200516,1,2010,D
WINE,1,2010,G
200521,1,2010,D
200522,1,2010,D
200523,1,2010,D
200524,1,2010,D
200525,1,2010,D
200526,1,2010,D
OTHALC,1,2010,G
200531,1,2010,D
200532,1,2010,D
200533,1,2010,D
200534,1,2010,D
200535,1,2010,D
200536,1,2010,D
200900,1,2010,I
HOUSIN,1,2010,G
SHELTE,1,2010,G
OWNDWE,1,2010,G
OWNMOR,1,2010,G
220311,1,2010,I
220313,1,2010,I
880110,1,2010,I
220211,1,2010,I
OWNEXP,1,2010,G
220121,1,2010,I
210901,1,2010,I
OWNREP,1,2010,G
230112,1,2010,I
230113,1,2010,I
230114,1,2010,I
230115,1,2010,I
230151,1,2010,I
230122,1,2010,I
230142,1,2010,I
OWNREP,1,2010,G
240112,1,2010,I
240122,1,2010,I
240312,1,2010,I
240322,1,2010,I
320622,1,2010,I
240213,1,2010,I
240212,1,2010,I
240222,1,2010,I
320632,1,2010,I
OWNMIS,1,2010,G
320612,1,2010,I
990930,1,2010,I
OWNMNA,1,2010,G
230901,1,2010,I
340911,1,2010,I
220901,1,2010,I
RNTDWE,1,2010,G
210110,1,2010,I
800710,1,2010,I
RNTEXP,1,2010,G
350110,1,2010,I
RNTREP,1,2010,G
230150,1,2010,I
230121,1,2010,I
230141,1,2010,I
RNTREP,1,2010,G
240111,1,2010,I
240121,1,2010,I
240211,1,2010,I
240221,1,2010,I
240311,1,2010,I
240321,1,2010,I
RNTMIS,1,2010,G
320611,1,2010,I
990920,1,2010,I
790690,1,2010,I
320621,1,2010,I
320631,1,2010,I
OTHLOD,1,2010,G
OWVHOM,1,2010,G
OWNVMO,1,2010,G
220312,1,2010,I
220314,1,2010,I
880310,1,2010,I
220212,1,2010,I
OWVEXP,1,2010,G
220122,1,2010,I
210902,1,2010,I
OWVREP,1,2010,G
230152,1,2010,I
230123,1,2010,I
OWVREP,1,2010,G
240113,1,2010,I
240123,1,2010,I
240214,1,2010,I
240223,1,2010,I
240313,1,2010,I
240323,1,2010,I
OWVMIS,1,2010,G
320613,1,2010,I
990940,1,2010,I
320623,1,2010,I
320633,1,2010,I
OWVMNA,1,2010,G
230902,1,2010,I
340912,1,2010,I
220902,1,2010,I
210310,1,2010,I
210210,1,2010,I
UTILS,1,2010,G
NATRLG,1,2010,G
260211,1,2010,I
260212,1,2010,I
260213,1,2010,I
260214,1,2010,I
ELECTR,1,2010,G
260111,1,2010,I
260112,1,2010,I
260113,1,2010,I
260114,1,2010,I
OTHRFU,1,2010,G
FUELOI,1,2010,G
250111,1,2010,I
250112,1,2010,I
250113,1,2010,I
250114,1,2010,I
CLWDOT,1,2010,G
250911,1,2010,I
250912,1,2010,I
250913,1,2010,I
250914,1,2010,I
BOTTLG,1,2010,G
250211,1,2010,I
250212,1,2010,I
250213,1,2010,I
250214,1,2010,I
PHONE,1,2010,G
270101,1,2010,I
270102,1,2010,I
270104,1,2010,I
270105,1,2010,I
WATER,1,2010,G
SEWER,1,2010,G
270211,1,2010,I
270212,1,2010,I
270213,1,2010,I
270214,1,2010,I
TRASH,1,2010,G
270411,1,2010,I
270412,1,2010,I
270413,1,2010,I
270414,1,2010,I
SEPTAN,1,2010,G
270901,1,2010,I
270902,1,2010,I
270903,1,2010,I
270904,1,2010,I
HHOPER,1,2010,G
HHPERS,1,2010,G
340211,1,2010,I
340212,1,2010,I
340906,1,2010,I
340910,1,2010,I
670310,1,2010,I
HHOTHX,1,2010,G
340310,1,2010,I
340410,1,2010,I
340420,1,2010,I
340520,1,2010,I
340530,1,2010,I
340914,1,2010,I
340915,1,2010,I
340903,1,2010,I
330511,1,2010,I
340510,1,2010,I
340620,1,2010,I
340630,1,2010,I
340901,1,2010,I
340907,1,2010,I
340908,1,2010,I
340913,1,2010,D
690113,1,2010,I
690114,1,2010,I
690310,1,2010,I
990900,1,2010,I
HKPGSU,1,2010,G
LAUNDR,1,2010,G
330110,1,2010,D
330210,1,2010,D
HKPGOT,1,2010,G
330310,1,2010,D
330510,1,2010,D
330610,1,2010,D
POSTAG,1,2010,G
330410,1,2010,D
340110,1,2010,D
340120,1,2010,D
HHFURN,1,2010,G
HHTXTI,1,2010,G
280110,1,2010,D
280120,1,2010,D
280130,1,2010,D
280210,1,2010,I
280220,1,2010,I
280230,1,2010,I
280900,1,2010,I
FURNIT,1,2010,G
290110,1,2010,I
290120,1,2010,I
290210,1,2010,I
290310,1,2010,I
290320,1,2010,I
290410,1,2010,I
290420,1,2010,I
290430,1,2010,D
290440,1,2010,I
FLOORC,1,2010,G
RNTCAR,1,2010,G
230134,1,2010,I
320163,1,2010,I
230133,1,2010,I
320111,1,2010,I
MAJAPP,1,2010,G
230117,1,2010,I
230118,1,2010,I
300111,1,2010,I
300112,1,2010,I
300211,1,2010,I
300212,1,2010,I
300221,1,2010,I
300222,1,2010,I
300311,1,2010,I
300312,1,2010,I
300321,1,2010,I
300322,1,2010,I
300331,1,2010,I
300332,1,2010,I
300411,1,2010,I
300412,1,2010,I
320511,1,2010,I
320512,1,2010,I
300900,1,2010,D
SMAPPH,1,2010,G
HOUSWA,1,2010,G
320310,1,2010,I
320320,1,2010,D
320330,1,2010,I
320340,1,2010,D
320350,1,2010,D
320360,1,2010,I
320370,1,2010,D
320380,1,2010,D
SMLLAP,1,2010,G
320521,1,2010,I
320522,1,2010,D
MISCHH,1,2010,G
320120,1,2010,I
320130,1,2010,D
320140,1,2010,D
320150,1,2010,D
320220,1,2010,D
320233,1,2010,D
320232,1,2010,D
320410,1,2010,D
320420,1,2010,D
320901,1,2010,I
320902,1,2010,D
320903,1,2010,D
320904,1,2010,D
340904,1,2010,I
430130,1,2010,D
690111,1,2010,I
690117,1,2010,I
690112,1,2010,I
690115,1,2010,I
690116,1,2010,I
690210,1,2010,I
690230,1,2010,I
320430,1,2010,D
690242,1,2010,I
690241,1,2010,I
690243,1,2010,I
690245,1,2010,I
690244,1,2010,I
320905,1,2010,D
APPARE,1,2010,G
MENBOY,1,2010,G
MENS,1,2010,G
360110,1,2010,I
360120,1,2010,I
360210,1,2010,D
360311,1,2010,D
360312,1,2010,D
360320,1,2010,I
360330,1,2010,D
360340,1,2010,D
360350,1,2010,D
360410,1,2010,D
360513,1,2010,D
360901,1,2010,I
360902,1,2010,I
BOYS,1,2010,G
370110,1,2010,I
370120,1,2010,I
370130,1,2010,D
370211,1,2010,D
370212,1,2010,I
370213,1,2010,D
370220,1,2010,D
370311,1,2010,I
370314,1,2010,I
370903,1,2010,I
370904,1,2010,I
370902,1,2010,I
WMNSGR,1,2010,G
WOMENS,1,2010,G
380110,1,2010,D
380210,1,2010,D
380311,1,2010,I
380312,1,2010,D
380313,1,2010,D
380320,1,2010,D
380333,1,2010,D
380340,1,2010,D
380410,1,2010,D
380420,1,2010,D
380430,1,2010,D
380510,1,2010,I
380901,1,2010,D
380902,1,2010,I
380903,1,2010,I
GIRLS,1,2010,G
390110,1,2010,D
390120,1,2010,D
390210,1,2010,D
390223,1,2010,I
390230,1,2010,D
390310,1,2010,D
390321,1,2010,D
390322,1,2010,D
390901,1,2010,I
390902,1,2010,I
INFANT,1,2010,G
410110,1,2010,I
410120,1,2010,I
410130,1,2010,D
410140,1,2010,I
410901,1,2010,D
FOOTWE,1,2010,G
400110,1,2010,D
400210,1,2010,D
400310,1,2010,D
400220,1,2010,D
OTHAPP,1,2010,G
420110,1,2010,D
420120,1,2010,D
430110,1,2010,D
430120,1,2010,I
440110,1,2010,I
440120,1,2010,I
440130,1,2010,I
440140,1,2010,I
440150,1,2010,I
440210,1,2010,I
440900,1,2010,I
TRANS,1,2010,G
VEHPUR,1,2010,G
NEWCAR,1,2010,G
450110,1,2010,I
450210,1,2010,I
USEDCA,1,2010,G
460110,1,2010,I
460901,1,2010,I
OTHVEH,1,2010,G
450220,1,2010,I
450900,1,2010,I
460902,1,2010,I
460903,1,2010,I
GASOIL,1,2010,G
470111,1,2010,I
470112,1,2010,I
470113,1,2010,I
470211,1,2010,I
470212,1,2010,I
VEHOTH,1,2010,G
VEHFIN,1,2010,G
510110,1,2010,I
510901,1,2010,I
510902,1,2010,I
850300,1,2010,I
CAREPA,1,2010,G
470220,1,2010,I
480110,1,2010,I
480213,1,2010,I
480214,1,2010,I
480212,1,2010,D
480215,1,2010,I
490000,1,2010,D
490110,1,2010,I
490211,1,2010,I
490212,1,2010,I
490221,1,2010,I
490231,1,2010,I
490232,1,2010,I
490311,1,2010,I
490312,1,2010,I
490313,1,2010,I
490314,1,2010,I
490316,1,2010,D
490318,1,2010,I
490319,1,2010,I
490411,1,2010,I
490412,1,2010,I
490413,1,2010,I
490900,1,2010,I
500110,1,2010,D
VEHRNT,1,2010,G
VEHREN,1,2010,G
RENTVE,1,2010,G
520511,1,2010,I
520512,1,2010,I
520521,1,2010,I
520522,1,2010,I
520902,1,2010,I
520905,1,2010,I
520903,1,2010,I
520906,1,2010,I
LEASVE,1,2010,G
450310,1,2010,I
450313,1,2010,I
450314,1,2010,I
450410,1,2010,I
450413,1,2010,I
450414,1,2010,I
520111,1,2010,I
520112,1,2010,I
520310,1,2010,I
520410,1,2010,I
PARKIN,1,2010,G
520531,1,2010,I
520532,1,2010,I
520541,1,2010,I
520542,1,2010,I
520550,1,2010,I
520560,1,2010,I
620113,1,2010,I
PUBTRA,1,2010,G
530110,1,2010,I
530210,1,2010,I
530311,1,2010,I
530312,1,2010,I
530411,1,2010,I
530412,1,2010,D
530510,1,2010,I
530901,1,2010,I
530902,1,2010,I
HEALTH,1,2010,G
HLTHIN,1,2010,G
COMHLT,1,2010,G
580111,1,2010,I
580113,1,2010,I
BCBS,1,2010,G
580112,1,2010,I
580114,1,2010,I
580312,1,2010,I
580904,1,2010,I
580906,1,2010,I
580311,1,2010,I
580901,1,2010,I
580907,1,2010,I
COMEDO,1,2010,G
580903,1,2010,I
580905,1,2010,I
580400,1,2010,I
MEDSER,1,2010,G
560110,1,2010,I
560210,1,2010,I
560310,1,2010,I
560400,1,2010,I
560330,1,2010,I
570111,1,2010,I
570240,1,2010,I
570220,1,2010,I
570902,1,2010,D
570230,1,2010,I
DRUGS,1,2010,G
550210,1,2010,D
550410,1,2010,D
540000,1,2010,I
MEDSUP,1,2010,G
550110,1,2010,I
550340,1,2010,I
550310,1,2010,D
550320,1,2010,I
550330,1,2010,I
570901,1,2010,I
570903,1,2010,I
ENTRTA,1,2010,G
FEESAD,1,2010,G
610900,1,2010,I
620111,1,2010,I
620121,1,2010,D
620122,1,2010,I
620211,1,2010,I
620212,1,2010,I
620221,1,2010,I
620222,1,2010,I
620310,1,2010,I
620903,1,2010,I
TVAUDI,1,2010,G
310311,1,2010,I
310312,1,2010,D
310140,1,2010,I
310313,1,2010,D
270310,1,2010,I
310331,1,2010,D
310335,1,2010,D
270311,1,2010,I
310332,1,2010,D
620930,1,2010,I
310210,1,2010,I
310315,1,2010,D
310230,1,2010,D
310220,1,2010,I
310240,1,2010,I
340610,1,2010,I
340902,1,2010,I
310314,1,2010,I
310320,1,2010,I
310334,1,2010,I
310340,1,2010,I
310350,1,2010,I
340905,1,2010,I
610130,1,2010,I
620904,1,2010,I
620912,1,2010,I
620916,1,2010,I
690320,1,2010,I
690330,1,2010,I
690340,1,2010,I
690350,1,2010,I
PETSPL,1,2010,G
PETS,1,2010,G
610310,1,2010,D
610320,1,2010,I
620410,1,2010,I
620420,1,2010,D
610110,1,2010,D
610140,1,2010,I
610120,1,2010,I
ENTERO,1,2010,G
UNMTRB,1,2010,G
600121,1,2010,I
600122,1,2010,I
PWRSPV,1,2010,G
600141,1,2010,I
600142,1,2010,I
600132,1,2010,I
RNTSPV,1,2010,G
520904,1,2010,I
520907,1,2010,I
620909,1,2010,I
620919,1,2010,I
620906,1,2010,I
620921,1,2010,I
620922,1,2010,I
600110,1,2010,I
520901,1,2010,I
RECEQU,1,2010,G
600210,1,2010,D
600310,1,2010,I
600410,1,2010,D
600420,1,2010,D
600430,1,2010,I
600901,1,2010,I
600902,1,2010,I
600903,1,2010,D
620908,1,2010,I
PHOTOE,1,2010,G
610210,1,2010,I
610220,1,2010,D
620330,1,2010,I
620905,1,2010,I
610230,1,2010,I
620320,1,2010,D
610901,1,2010,D
610902,1,2010,D
610903,1,2010,D
620913,1,2010,D
680310,1,2010,I
680320,1,2010,I
PERSCA,1,2010,G
PERSPR,1,2010,G
640110,1,2010,D
640120,1,2010,D
640130,1,2010,I
640210,1,2010,D
640220,1,2010,D
640310,1,2010,D
640410,1,2010,D
640420,1,2010,D
PERSSE,1,2010,G
650310,1,2010,I
650900,1,2010,D
READIN,1,2010,G
590310,1,2010,I
590410,1,2010,I
590900,1,2010,D
590220,1,2010,I
590230,1,2010,I
660310,1,2010,I
EDUCAT,1,2010,G
670110,1,2010,I
670210,1,2010,I
670410,1,2010,I
670903,1,2010,I
670901,1,2010,I
670902,1,2010,I
660110,1,2010,I
660210,1,2010,I
660410,1,2010,I
660901,1,2010,I
660902,1,2010,I
660000,1,2010,D
TOBACC,1,2010,G
630110,1,2010,I
630210,1,2010,I
630220,1,2010,D
630900,1,2010,D
MISC,1,2010,G
620925,1,2010,D
620926,1,2010,D
680110,1,2010,I
680140,1,2010,I
680210,1,2010,I
680220,1,2010,I
680901,1,2010,I
680902,1,2010,I
680903,1,2010,D
680904,1,2010,I
710110,4,2010,I
900002,1,2010,I
790600,1,2010,I
880210,1,2010,I
620112,1,2010,I
620115,1,2010,I
680905,1,2010,I
CASHCO,1,2010,G
800804,1,2010,I
800111,1,2010,I
800121,1,2010,I
800811,1,2010,I
800821,1,2010,I
800831,1,2010,I
800841,1,2010,I
800851,1,2010,I
800861,1,2010,I
INSPEN,1,2010,G
LIFEIN,1,2010,G
700110,1,2010,I
002120,1,2010,I
PENSIO,1,2010,G
800910,1,2010,I
800920,1,2010,I
800931,1,2010,I
800932,1,2010,I
800940,1,2010,I
TOTALE,1,2011,G
FOODTO,1,2011,G
FOODHO,1,2011,G
CERBAK,1,2011,G
CEREAL,1,2011,G
010110,1,2011,D
010120,1,2011,D
010210,1,2011,D
010310,1,2011,D
010320,1,2011,D
BAKERY,1,2011,G
BREAD,1,2011,G
020110,1,2011,D
020210,1,2011,D
CRAKCO,1,2011,G
020510,1,2011,D
020610,1,2011,D
020810,1,2011,D
OTHBAK,1,2011,G
020310,1,2011,D
020410,1,2011,D
020620,1,2011,D
020710,1,2011,D
020820,1,2011,D
ANIMAL,1,2011,G
BEEF,1,2011,G
030110,1,2011,D
ROAST,1,2011,G
030210,1,2011,D
030310,1,2011,D
030410,1,2011,D
STEAK,1,2011,G
030510,1,2011,D
030610,1,2011,D
030710,1,2011,D
030810,1,2011,D
PORK,1,2011,G
040110,1,2011,D
040210,1,2011,D
HAM,1,2011,G
040310,1,2011,D
040610,1,2011,D
040510,1,2011,D
040410,1,2011,D
OTHRME,1,2011,G
050110,1,2011,D
LNCHME,1,2011,G
050210,1,2011,D
050310,1,2011,D
LAMBOT,1,2011,G
050410,1,2011,D
050900,1,2011,D
POULTR,1,2011,G
CHICKE,1,2011,G
060110,1,2011,D
060210,1,2011,D
060310,1,2011,D
FISHSE,1,2011,G
070110,1,2011,D
070230,1,2011,D
070240,1,2011,D
080110,1,2011,D
DAIRY,1,2011,G
MILKCR,1,2011,G
090110,1,2011,D
090210,1,2011,D
OTHDAI,1,2011,G
100110,1,2011,D
100210,1,2011,D
100410,1,2011,D
100510,1,2011,D
FRUITV,1,2011,G
FRSHFR,1,2011,G
110110,1,2011,D
110210,1,2011,D
110310,1,2011,D
110510,1,2011,D
110410,1,2011,D
FRESHV,1,2011,G
120110,1,2011,D
120210,1,2011,D
120310,1,2011,D
120410,1,2011,D
PROCFR,1,2011,G
FRZNFR,1,2011,G
130110,1,2011,D
130121,1,2011,D
130122,1,2011,D
130310,1,2011,D
130320,1,2011,D
130211,1,2011,D
130212,1,2011,D
PROCVE,1,2011,G
140110,1,2011,D
CANDVE,1,2011,G
140210,1,2011,D
140220,1,2011,D
140230,1,2011,D
140320,1,2011,D
140330,1,2011,D
140340,1,2011,D
140310,1,2011,D
140410,1,2011,D
140420,1,2011,D
OTHRFO,1,2011,G
SWEETS,1,2011,G
150110,1,2011,D
150211,1,2011,D
150212,1,2011,D
150310,1,2011,D
FATSOI,1,2011,G
160110,1,2011,D
160211,1,2011,D
160212,1,2011,D
160310,1,2011,D
160320,1,2011,D
MISCFO,1,2011,G
FRZNPR,1,2011,G
180210,1,2011,D
180220,1,2011,D
180110,1,2011,D
SNACKS,1,2011,G
180310,1,2011,D
180320,1,2011,D
CONDMN,1,2011,G
180410,1,2011,D
180420,1,2011,D
180510,1,2011,D
180520,1,2011,D
OTHRPR,1,2011,G
180611,1,2011,D
180612,1,2011,D
180620,1,2011,D
180710,1,2011,D
180720,1,2011,D
NALCBE,1,2011,G
170110,1,2011,D
170210,1,2011,D
170520,1,2011,D
COFFEE,1,2011,G
170310,1,2011,D
170410,1,2011,D
170510,1,2011,D
170531,1,2011,D
170532,1,2011,D
170533,1,2011,D
200112,1,2011,D
190904,1,2011,I
FOODAW,1,2011,G
RESTCO,1,2011,G
LUNCH,1,2011,G
190111,1,2011,D
190112,1,2011,D
190113,1,2011,D
190114,1,2011,D
DINNER,1,2011,G
190211,1,2011,D
190212,1,2011,D
190213,1,2011,D
190214,1,2011,D
SNKNAB,1,2011,G
190311,1,2011,D
190312,1,2011,D
190313,1,2011,D
190314,1,2011,D
BRKFBR,1,2011,G
190321,1,2011,D
190322,1,2011,D
190323,1,2011,D
190324,1,2011,D
190901,1,2011,I
190902,1,2011,I
190903,1,2011,I
790430,1,2011,I
800700,1,2011,I
ALCBEV,1,2011,G
ALCHOM,1,2011,G
200111,1,2011,D
200210,1,2011,D
200310,1,2011,D
200410,1,2011,D
ALCAWA,1,2011,G
BEERNA,1,2011,G
200511,1,2011,D
200512,1,2011,D
200513,1,2011,D
200514,1,2011,D
200515,1,2011,D
200516,1,2011,D
WINE,1,2011,G
200521,1,2011,D
200522,1,2011,D
200523,1,2011,D
200524,1,2011,D
200525,1,2011,D
200526,1,2011,D
OTHALC,1,2011,G
200531,1,2011,D
200532,1,2011,D
200533,1,2011,D
200534,1,2011,D
200535,1,2011,D
200536,1,2011,D
200900,1,2011,I
HOUSIN,1,2011,G
SHELTE,1,2011,G
OWNDWE,1,2011,G
OWNMOR,1,2011,G
220311,1,2011,I
220313,1,2011,I
880110,1,2011,I
220211,1,2011,I
OWNEXP,1,2011,G
220121,1,2011,I
210901,1,2011,I
OWNREP,1,2011,G
230112,1,2011,I
230113,1,2011,I
230114,1,2011,I
230115,1,2011,I
230151,1,2011,I
230122,1,2011,I
230142,1,2011,I
OWNREP,1,2011,G
240112,1,2011,I
240122,1,2011,I
240312,1,2011,I
240322,1,2011,I
320622,1,2011,I
240213,1,2011,I
240212,1,2011,I
240222,1,2011,I
320632,1,2011,I
OWNMIS,1,2011,G
320612,1,2011,I
990930,1,2011,I
OWNMNA,1,2011,G
230901,1,2011,I
340911,1,2011,I
220901,1,2011,I
RNTDWE,1,2011,G
210110,1,2011,I
800710,1,2011,I
RNTEXP,1,2011,G
350110,1,2011,I
RNTREP,1,2011,G
230150,1,2011,I
230121,1,2011,I
230141,1,2011,I
RNTREP,1,2011,G
240111,1,2011,I
240121,1,2011,I
240211,1,2011,I
240221,1,2011,I
240311,1,2011,I
240321,1,2011,I
RNTMIS,1,2011,G
320611,1,2011,I
990920,1,2011,I
790690,1,2011,I
320621,1,2011,I
320631,1,2011,I
OTHLOD,1,2011,G
OWVHOM,1,2011,G
OWNVMO,1,2011,G
220312,1,2011,I
220314,1,2011,I
880310,1,2011,I
220212,1,2011,I
OWVEXP,1,2011,G
220122,1,2011,I
210902,1,2011,I
OWVREP,1,2011,G
230152,1,2011,I
230123,1,2011,I
OWVREP,1,2011,G
240113,1,2011,I
240123,1,2011,I
240214,1,2011,I
240223,1,2011,I
240313,1,2011,I
240323,1,2011,I
OWVMIS,1,2011,G
320613,1,2011,I
990940,1,2011,I
320623,1,2011,I
320633,1,2011,I
OWVMNA,1,2011,G
230902,1,2011,I
340912,1,2011,I
220902,1,2011,I
210310,1,2011,I
210210,1,2011,I
UTILS,1,2011,G
NATRLG,1,2011,G
260211,1,2011,I
260212,1,2011,I
260213,1,2011,I
260214,1,2011,I
ELECTR,1,2011,G
260111,1,2011,I
260112,1,2011,I
260113,1,2011,I
260114,1,2011,I
OTHRFU,1,2011,G
FUELOI,1,2011,G
250111,1,2011,I
250112,1,2011,I
250113,1,2011,I
250114,1,2011,I
CLWDOT,1,2011,G
250911,1,2011,I
250912,1,2011,I
250913,1,2011,I
250914,1,2011,I
BOTTLG,1,2011,G
250211,1,2011,I
250212,1,2011,I
250213,1,2011,I
250214,1,2011,I
PHONE,1,2011,G
270101,1,2011,I
270102,1,2011,I
270104,1,2011,I
270105,1,2011,I
WATER,1,2011,G
SEWER,1,2011,G
270211,1,2011,I
270212,1,2011,I
270213,1,2011,I
270214,1,2011,I
TRASH,1,2011,G
270411,1,2011,I
270412,1,2011,I
270413,1,2011,I
270414,1,2011,I
SEPTAN,1,2011,G
270901,1,2011,I
270902,1,2011,I
270903,1,2011,I
270904,1,2011,I
HHOPER,1,2011,G
HHPERS,1,2011,G
340211,1,2011,I
340212,1,2011,I
340906,1,2011,I
340910,1,2011,I
670310,1,2011,I
HHOTHX,1,2011,G
340310,1,2011,I
340410,1,2011,I
340420,1,2011,I
340520,1,2011,D
340530,1,2011,I
340914,1,2011,I
340915,1,2011,I
340903,1,2011,I
330511,1,2011,I
340510,1,2011,I
340620,1,2011,I
340630,1,2011,I
340901,1,2011,I
340907,1,2011,I
340908,1,2011,I
340913,1,2011,D
690113,1,2011,I
690114,1,2011,I
690310,1,2011,I
990900,1,2011,I
HKPGSU,1,2011,G
LAUNDR,1,2011,G
330110,1,2011,D
330210,1,2011,D
HKPGOT,1,2011,G
330310,1,2011,D
330510,1,2011,D
330610,1,2011,D
POSTAG,1,2011,G
330410,1,2011,D
340110,1,2011,D
340120,1,2011,D
HHFURN,1,2011,G
HHTXTI,1,2011,G
280110,1,2011,D
280120,1,2011,D
280130,1,2011,D
280210,1,2011,I
280220,1,2011,I
280230,1,2011,I
280900,1,2011,I
FURNIT,1,2011,G
290110,1,2011,I
290120,1,2011,I
290210,1,2011,I
290310,1,2011,I
290320,1,2011,I
290410,1,2011,I
290420,1,2011,I
290430,1,2011,I
290440,1,2011,I
FLOORC,1,2011,G
RNTCAR,1,2011,G
230134,1,2011,I
320163,1,2011,I
230133,1,2011,I
320111,1,2011,I
MAJAPP,1,2011,G
230117,1,2011,I
230118,1,2011,I
300111,1,2011,I
300112,1,2011,I
300211,1,2011,I
300212,1,2011,I
300221,1,2011,I
300222,1,2011,I
300311,1,2011,I
300312,1,2011,I
300321,1,2011,I
300322,1,2011,I
300331,1,2011,I
300332,1,2011,I
300411,1,2011,I
300412,1,2011,I
320511,1,2011,I
320512,1,2011,I
300900,1,2011,D
SMAPPH,1,2011,G
HOUSWA,1,2011,G
320310,1,2011,I
320320,1,2011,D
320330,1,2011,I
320340,1,2011,D
320350,1,2011,D
320360,1,2011,I
320370,1,2011,D
320380,1,2011,D
SMLLAP,1,2011,G
320521,1,2011,I
320522,1,2011,D
MISCHH,1,2011,G
320120,1,2011,I
320130,1,2011,D
320140,1,2011,D
320150,1,2011,D
320220,1,2011,D
320233,1,2011,D
320232,1,2011,D
320410,1,2011,D
320420,1,2011,D
320901,1,2011,I
320902,1,2011,D
320903,1,2011,I
320904,1,2011,D
340904,1,2011,I
430130,1,2011,D
690111,1,2011,I
690117,1,2011,I
690112,1,2011,I
690119,1,2011,I
690120,1,2011,I
690115,1,2011,I
690116,1,2011,I
690210,1,2011,I
690230,1,2011,I
320430,1,2011,D
690242,1,2011,I
690241,1,2011,I
690243,1,2011,I
690245,1,2011,I
690244,1,2011,I
320905,1,2011,D
APPARE,1,2011,G
